,Unnamed: 0,content,score,thumbsUpCount,Application,spam
5168,5168,ok tuyet vơi,5,1,Messenger,clean
5169,5169,rõ là có mạng nhưng đều ko vô đc tàn đang chờ mạng là sao,1,8,Messenger,clean
5170,5170,không tải đc cái messenger này sao ấy,1,0,Messenger,clean
5171,5171,lag quá chả nt đc điện còn ko dùng ft đc nữa,1,2,Messenger,clean
5172,5172,cứ bị lỗi mãi ngày nào cũng lỗi,1,2,Messenger,clean
5175,5175,nt còn không đc,1,0,Messenger,clean
5176,5176,nt cực đỉnh,4,0,Messenger,clean
5177,5177,ứng dụng hay vãi òa,1,0,Messenger,clean
5179,5179,ko tải được ứng dụng,1,0,Messenger,clean
5180,5180,mess bữa nay lỗi nhiều quá ko thể nào chơi đc nt thì gửi ko đc lâu lâu lại ko thấy tin nhắn ảnh video gửi qua cx ko đc quá bực,1,0,Messenger,clean
5181,5181,bị lỗi liên tục kh đăng nhập đc,1,0,Messenger,clean
5182,5182,ft ko tải đc,5,0,Messenger,clean
5187,5187,áp ok,5,0,Messenger,clean
5192,5192,tải mãi kh về máy,4,2,Messenger,clean
5193,5193,doan văn minh,1,0,Messenger,clean
5194,5194,0 tải đc mes,1,0,Messenger,clean
5198,5198,lỗi xoá đi tải lại vân v,1,6,Messenger,clean
5200,5200,cay cái đc mã hóa đầu cuối,1,1,Messenger,clean
5204,5204,điện ko đc gì hết,2,0,Messenger,clean
5207,5207,tài khoản của mình sử dụng bình thường mà mess rày nhắn tin người nhắn nhiều cũng bị mã hóa đầu cuối người không nhắn tin cũng bị không hiểu lý do gì luôn quá tệ,1,1,Messenger,clean
5208,5208,đang nhắn tin thì mess đổi màu cái ny ct luôn,1,0,Messenger,clean
5209,5209,ứng dụng dạo gần đây rất đơ và hay bị đứng hình đánh giá là làm ăn rất kém .,1,2,Messenger,clean
5211,5211,rất chuyên nghiệp,1,1,Messenger,clean
5214,5214,ứng dụng không xóa được cuộc gọi,1,1,Messenger,clean
5215,5215,đăng nhập kh đc,1,0,Messenger,clean
5216,5216,kh thấy phần ghim tn,3,2,Messenger,clean
5220,5220,lỗi rất rất nhiều,1,2,Messenger,clean
5221,5221,ứng dụng lỗi nhìu quá tệ,1,0,Messenger,clean
5222,5222,bị lag liên tục,2,0,Messenger,clean
5223,5223,không tải được quá tệ,1,0,Messenger,clean
5224,5224,đổi lại bong bóng tròn đi ạ,2,0,Messenger,clean
5225,5225,lỗi nhìu lắm nha,1,0,Messenger,clean
5229,5229,rât tốt,5,2,Messenger,clean
5234,5234,nhà sản xuất có thể để lại bong bóng tròn và thông báo bằng số được không ạ,4,1,Messenger,clean
5235,5235,rất tốt nhưng vào game thì mất bong bóng chat,5,2,Messenger,clean
5237,5237,lỗi khá nhìu,1,1,Messenger,clean
5238,5238,bị lỗi hoi nhiều,4,1,Messenger,clean
5240,5240,sô tải hong được,2,0,Messenger,clean
5244,5244,lag lòi l,1,0,Messenger,clean
5247,5247,gửi anh với video mờ lắm,4,0,Messenger,clean
5253,5253,trải nghiệm quá tệ,1,2,Messenger,clean
5256,5256,lỗi mess quài,1,1,Messenger,clean
5257,5257,ko gọi đc .,1,2,Messenger,clean
5258,5258,mess bị lỗi ko gửi được tin nhắn,2,1,Messenger,clean
5260,5260,bị lỗi không tải được,1,0,Messenger,clean
5262,5262,hoi lỗi hình ảnh,3,1,Messenger,clean
5263,5263,tốt lắm ạ,4,0,Messenger,clean
5265,5265,không hiền nhiều icon,1,2,Messenger,clean
5269,5269,quá kém ứng dụng quá tệ lỗi tùm lum tùm la hết,1,0,Messenger,clean
5270,5270,tôi ko tại đuoc,1,0,Messenger,clean
5273,5273,ứng dụng này rất tốt tôi thích,5,0,Messenger,clean
5276,5276,tung thít,5,2,Messenger,clean
5277,5277,tôi không rung duoc,5,0,Messenger,clean
5278,5278,tai sao khong tai đuoc,4,0,Messenger,clean
5279,5279,cứ bị lỗi,1,0,Messenger,clean
5282,5282,sửa cái ứng dụng dùm,1,0,Messenger,clean
5283,5283,sao ng bạn mới kb vs tui kh nt đc,3,2,Messenger,clean
5284,5284,mess bi sao ây đôi avt ma vân kh thây hiên nhiêu luc bưc vai,1,0,Messenger,clean
5286,5286,vao ko d,5,1,Messenger,clean
5289,5289,gửi tn cứ bị lây mặc dù mạng mạnh,1,1,Messenger,clean
5290,5290,lỗi hoạt động quá nhiều,1,2,Messenger,clean
5294,5294,gửi tin nhắn ko dc bị lag suốt,1,0,Messenger,clean
5297,5297,ko tải được là sao vậy xin phản hồi,1,0,Messenger,clean
5300,5300,tải ko được,1,0,Messenger,clean
5301,5301,nó cứ lỗi quài,1,0,Messenger,clean
5304,5304,giựt lag đen mangmf hình,1,0,Messenger,clean
5305,5305,sao messenger dạo gần day tải về không được nữa,1,0,Messenger,clean
5308,5308,ok mạng hơi yếu,5,1,Messenger,clean
5310,5310,ko nhắn tin được mặc dù người ta ko chặn,1,0,Messenger,clean
5312,5312,chơi rat ok,5,1,Messenger,clean
5313,5313,mess càng ngày càng làm ăn ẩu quá,1,2,Messenger,clean
5316,5316,gọi điện không được,1,2,Messenger,clean
5318,5318,lỗi hoài z,1,2,Messenger,clean
5319,5319,má kh nt được,1,2,Messenger,clean
5321,5321,kh tốt,1,2,Messenger,clean
5322,5322,ứng dụng quá tuyệt vời xin cảm ơn nhà phát triễn,5,4,Messenger,clean
5325,5325,lag quá lag gửi tin nhắn không đi nổi,1,1,Messenger,clean
5326,5326,lỗi quá không chặn không hạn chế nt không đc toàn báo lỗi,1,1,Messenger,clean
5327,5327,ko tải đc chịu,1,0,Messenger,clean
5328,5328,ôkê tốt hơn nữa là có thiệt luôn,5,1,Messenger,clean
5332,5332,chán bị nhiên bị mã hóa,1,2,Messenger,clean
5334,5334,lag xóa đi tải lại ko đc,1,0,Messenger,clean
5336,5336,tải về hog đc lun,1,0,Messenger,clean
5341,5341,mes lỗi quá nhiều mong nhà sản xuất khắc phục,1,2,Messenger,clean
5343,5343,k cập nhật đc mess ấn toàn lỗi,1,1,Messenger,clean
5344,5344,bắt cập nhập lại miết,1,0,Messenger,clean
5345,5345,cập nhậ xc tệ hơn,1,1,Messenger,clean
5347,5347,lúc điện đc lúc k,1,0,Messenger,clean
5350,5350,má bóp rái,1,1,Messenger,clean
5351,5351,kh có ft,1,1,Messenger,clean
5354,5354,khong tai ung dung message,5,0,Messenger,clean
5358,5358,lổi không gửi tin nhắn được,4,2,Messenger,clean
5359,5359,cứ bị lỗi fite,1,20,Messenger,clean
5362,5362,mess lỗi hay sao không có ft,1,2,Messenger,clean
5363,5363,khó kết nối mạng,1,7,Messenger,clean
5366,5366,tải về ko đc,1,1,Messenger,clean
5368,5368,khá tốt nhưng đăng nhập vào hơi nâu,3,2,Messenger,clean
5369,5369,hong tải được,1,0,Messenger,clean
5371,5371,ko tải dx,1,0,Messenger,clean
5372,5372,mess rất hay nên thử nha,5,0,Messenger,clean
5373,5373,sao ko tái đc massage,1,0,Messenger,clean
5374,5374,sao tải hoài không được vậy tr,1,0,Messenger,clean
5377,5377,gửi tin không được,1,1,Messenger,clean
5378,5378,mess chán quá zô lúc đc lúc ko mần ăn thế cx chịu luôn é,1,3,Messenger,clean
5381,5381,cài đặt cực lâu meo chs đc,2,0,Messenger,clean
5382,5382,càng ngày càng bị lỗi,1,2,Messenger,clean
5388,5388,game hay,5,1,Messenger,clean
5389,5389,lúc vào được lúc không vào được,1,2,Messenger,clean
5390,5390,cai dat lunv tung,1,0,Messenger,clean
5391,5391,bị lỗi tin nhắn kh nhắn được,4,1,Messenger,clean
5392,5392,rất chi là tiện lợi,4,0,Messenger,clean
5393,5393,rất tốt cho người dùng,5,2,Messenger,clean
5397,5397,s6 không cài được,5,2,Messenger,clean
5398,5398,tôi ko thể nao mà tai đc messenger,1,0,Messenger,clean
5399,5399,ko cài đặt được,1,0,Messenger,clean
5400,5400,lỗi tải ko đc luôn,1,0,Messenger,clean
5401,5401,sao tải hk được vậy nhỉ,1,0,Messenger,clean
5402,5402,s gửi tin nhắn ko đc ạ,1,2,Messenger,clean
5403,5403,không cai dat dược,5,0,Messenger,clean
5404,5404,lỗi vài lỗi mãi,1,0,Messenger,clean
5406,5406,cũg ok,4,1,Messenger,clean
5407,5407,sao mesenger tải không được tự nhiên bị lỗi tải lại không được vậy mong khác phục sớm,2,1,Messenger,clean
5409,5409,dùng tốt,5,1,Messenger,clean
5410,5410,toàn bị lỗi mất nhãn dán vs icon,1,2,Messenger,clean
5413,5413,trục trặc,3,2,Messenger,clean
5415,5415,sao tôi tải không được,1,0,Messenger,clean
5416,5416,ko lúc nào tải đc hết á,1,0,Messenger,clean
5417,5417,chưa hài lòng vì cài đặt mở trang lại khóa ko hiểu sao,1,6,Messenger,clean
5418,5418,hg tải được về mái,1,0,Messenger,clean
5422,5422,sao ko vao đuoc,1,1,Messenger,clean
5423,5423,lỗi nặng chẳng tải đc,1,0,Messenger,clean
5424,5424,mess hay bị lỗi gọi điện,2,0,Messenger,clean
5428,5428,gần đây lỗi nhiều vch ko tải đc tin nhắn,3,0,Messenger,clean
5429,5429,cuộc gọi rất tốt,5,2,Messenger,clean
5430,5430,áp dùng ok,5,0,Messenger,clean
5431,5431,tại sao đăng xuất ra đăng nhập vào ko được,1,2,Messenger,clean
5434,5434,k tải đc nha,1,0,Messenger,clean
5435,5435,ok trai đc,5,0,Messenger,clean
5436,5436,cứ đăng nhập khong được,1,2,Messenger,clean
5438,5438,giật giật kh nt đc khó chịu ghê,1,1,Messenger,clean
5439,5439,bth thôi nhx hơi lag,4,0,Messenger,clean
5440,5440,sao mes trắng tinh kh có ai để gọi,1,2,Messenger,clean
5442,5442,ko gửi tin nhắn đc tức vai,1,0,Messenger,clean
5443,5443,mes ko gọi đc ko nhận thông báo,1,0,Messenger,clean
5445,5445,ngu tải ko đc,5,0,Messenger,clean
5447,5447,làm nhiều cách khăch phúc rồi mà con tải ko được,1,0,Messenger,clean
5448,5448,lỗi gọi mess tự động văng tự động tắt .,1,3,Messenger,clean
5451,5451,bat buoc,5,0,Messenger,clean
5452,5452,rất tốt tôi thích ứng dụng này,5,0,Messenger,clean
5456,5456,tài khoản không làm gì cũng bị hạn chế mess sút vậy còn không gửi đc tin nhắn,1,1,Messenger,clean
5458,5458,xóa tải lại không được .,1,0,Messenger,clean
5459,5459,khả năng của ứng dụng hoạt động cực kì tệ,1,2,Messenger,clean
5460,5460,tối không tài nó về đc,2,0,Messenger,clean
5462,5462,tải đc mà vô ko đc,1,0,Messenger,clean
5464,5464,chia sẻ màn hình bị lỗi màn hình đen thui quay quài luôn,1,1,Messenger,clean
5465,5465,không thể tải ứng dụng,1,2,Messenger,clean
5467,5467,lỗi hơi nhiều,3,1,Messenger,clean
5470,5470,làm ơn đi đừng cho bong bóng nó hình vuông nữa khó chịu lắm,1,1,Messenger,clean
5472,5472,tải kh dc,1,0,Messenger,clean
5474,5474,đăng nhập ko được tệ,2,0,Messenger,clean
5476,5476,lên đường bình an,5,0,Messenger,clean
5477,5477,lúc có hiệu ứng lúc hông có là sao,2,0,Messenger,clean
5480,5480,k can đặt đc,1,1,Messenger,clean
5483,5483,đc ạ,5,0,Messenger,clean
5486,5486,cập nhật xong lỗi quá tr vô nhắn tin không qua mà mạng mạnh bth luôn cập nhật xu qa tr,2,2,Messenger,clean
5487,5487,k tải được dù tất cả bình thường .,1,0,Messenger,clean
5490,5490,mess lỗi đăng nhập tài khoản ko đc,1,0,Messenger,clean
5491,5491,bật mã hóa xong dô điện nhóm không được,1,2,Messenger,clean
5492,5492,lag tứ lung,1,1,Messenger,clean
5493,5493,messenger không gọi được bị kích ra miết,1,0,Messenger,clean
5494,5494,khôg tải được,1,1,Messenger,clean
5495,5495,wifi đầy mà gửi tin nhắn ko qua là sao .,1,2,Messenger,clean
5497,5497,dạo này hay lỗi vãi ra xóa đi tải lại phát bực,1,10,Messenger,clean
5498,5498,messs mỗi lần nhắn tin nó kêu ko nhắn được mong nhà phát hành sửa lỗi,1,0,Messenger,clean
5499,5499,lỗi không nt với ng vừa kb đc,1,0,Messenger,clean
5501,5501,tải ko được báo lỗi nhưng không giải quyết vấn đề được,1,0,Messenger,clean
5503,5503,bong bóng lỗi ko xoay ngang đc nè,1,2,Messenger,clean
5504,5504,gửi ko đc quá chán,1,2,Messenger,clean
5510,5510,k gửi đc tn cho ng lạ lag quét lâu,1,0,Messenger,clean
5511,5511,gọi qua không có filter bị mất fiu tơ,5,1,Messenger,clean
5515,5515,gọi video bấm nghe là nó tắt,1,1,Messenger,clean
5516,5516,kh tải đc,1,2,Messenger,clean
5519,5519,ko nt đc vs vài bạn bè,3,1,Messenger,clean
5520,5520,xài rất tốt nhưng ko hiểu sao có lúc hay bị dừng .,5,36,Messenger,clean
5521,5521,lỗi icon video quài dị tr ơi .,1,1,Messenger,clean
5523,5523,nó rất tuyệt vời,5,0,Messenger,clean
5525,5525,ứng dụng hay bị lỗi ko gửi tin nhắn đc vs avatar messenger thay mới mà vẫn để ảnh cũ đề nghị ít mb hộ vs,2,0,Messenger,clean
5526,5526,má nó đeo tải được,1,0,Messenger,clean
5527,5527,ứng dụng nhắn tin thôi mà lag khủng khiếp là sao .,1,1,Messenger,clean
5528,5528,tôi ko tải đc mess,1,0,Messenger,clean
5529,5529,lỗi lòi l,1,0,Messenger,clean
5530,5530,quá trời lỗi luôn,1,0,Messenger,clean
5531,5531,messenger giờ toàn bị lỗi,1,0,Messenger,clean
5534,5534,sử dụng tốt nha,5,2,Messenger,clean
5535,5535,chạy rất chậm,1,0,Messenger,clean
5536,5536,mes đôi khi rất ngáo,5,0,Messenger,clean
5537,5537,ko nghe đc,5,0,Messenger,clean
5538,5538,tải kh đc,1,1,Messenger,clean
5544,5544,rất tốt nhưng ko thể tải được mong nhà phát hành sửa lại,3,0,Messenger,clean
5545,5545,đăng nhập toàn bị lỗi,1,1,Messenger,clean
5547,5547,mạng thì căng đét mà vào xoay tròn hoài vậy .,1,2,Messenger,clean
5549,5549,không cài đặt được ứng dụng,1,0,Messenger,clean
5551,5551,lâu lâu lag lag khó chịu chả thấy khắc phục,3,2,Messenger,clean
5552,5552,có quá nhiều lỗi không khắc phục mà cứ ra các tính năng không cần thiết,1,3,Messenger,clean
5553,5553,kh tải mesigo đc,1,0,Messenger,clean
5554,5554,không vào đc mes luôn,1,0,Messenger,clean
5555,5555,tại kh đc,3,0,Messenger,clean
5558,5558,tệ ko tải được chê,1,0,Messenger,clean
5559,5559,mess toàn lỗi,1,0,Messenger,clean
5561,5561,ko chuyển nick đc phải xoá tải lại,3,2,Messenger,clean
5563,5563,messenger không tải được lên ứng dụng .,2,0,Messenger,clean
5565,5565,nhiều lúc ứng dụng bị lỗi bực mình,1,2,Messenger,clean
5566,5566,k có phiu tơ,1,2,Messenger,clean
5569,5569,không hiển thị bong bóng,1,10,Messenger,clean
5570,5570,sao ko cài đc vậy .,1,0,Messenger,clean
5575,5575,ko bật được ft,1,2,Messenger,clean
5579,5579,tại sao tôi không tả được vậy cần được sửa chữa lại,2,2,Messenger,clean
5581,5581,gọi nt ko được,1,0,Messenger,clean
5582,5582,mes hay lỗi gửi tn khong qa,1,0,Messenger,clean
5583,5583,bấm vào bong bóng chat cứ bị đang tiến hành kiểm tra bảo mật là s,2,2,Messenger,clean
5584,5584,ko tải dc,1,0,Messenger,clean
5585,5585,tải không được luôn,1,0,Messenger,clean
5586,5586,không còn xem được story ỏe phần story phải xóa đi tải lại mới thấy,1,4,Messenger,clean
5588,5588,báo cáo hoài nhưg vẫn chưa thấy khắc phục hiện trạng mất filter của tôi liên tục cần sửa đổi .,1,1,Messenger,clean
5589,5589,lỗi không hiển thị hình ảnh icon,1,1,Messenger,clean
5591,5591,lag quá ko nt đc,3,2,Messenger,clean
5592,5592,tải kg dc,1,0,Messenger,clean
5593,5593,lỗi lắm rứa,2,1,Messenger,clean
5594,5594,tại soa xoá cuộc gọi ko đc,1,0,Messenger,clean
5596,5596,không tải được luôn,1,0,Messenger,clean
5597,5597,tốt mà lâu lâu bị lag,5,0,Messenger,clean
5599,5599,bị gì ko à,1,0,Messenger,clean
5602,5602,ko tải đc cứ phải tải lại,2,0,Messenger,clean
5605,5605,tôi không thể tải được,1,0,Messenger,clean
5607,5607,bị gì vậy không vô được,5,2,Messenger,clean
5608,5608,bị hách ních nhìu,3,1,Messenger,clean
5610,5610,messenger không thể nhắn tin được tại sao,5,2,Messenger,clean
5613,5613,ko vào đc tài khoàn,1,4,Messenger,clean
5616,5616,ko thể nào tải đc về máy trog khi ứng dụng khác vx tải đc,1,0,Messenger,clean
5619,5619,k vào được,1,2,Messenger,clean
5620,5620,sao kh tải đc chán thật,1,0,Messenger,clean
5622,5622,messenger lỗi miết vậy,1,2,Messenger,clean
5623,5623,ứng dụng lác xuất,1,0,Messenger,clean
5624,5624,không thể tải được ứng dụng khi vô tình xóa đi,1,0,Messenger,clean
5626,5626,tải đc mà vào không đc,2,0,Messenger,clean
5627,5627,bị loại gửi tin nhắn ko nhận dc,2,0,Messenger,clean
5628,5628,lỗi nhiều,2,0,Messenger,clean
5629,5629,sao nay vào lại bị bắt cài mã pin rồi mục thay đổi mã pin đâu cũng chả thấy .,1,2,Messenger,clean
5630,5630,không tải đc má oei,1,0,Messenger,clean
5631,5631,k vào messenger đc,1,2,Messenger,clean
5632,5632,có thể nào đổi lại bóng bóng chat cũ đk cái mới phải ra dô nhiều lần khó chịu quá,3,2,Messenger,clean
5634,5634,ko tải được mes,1,0,Messenger,clean
5635,5635,lỗi ko gọi được mong nhà phát hành sữa chữa để mess được gọi bình thường ạ,1,3,Messenger,clean
5636,5636,bị lỗi qs nhiều,1,2,Messenger,clean
5638,5638,kh tải đc mes,1,2,Messenger,clean
5639,5639,lỗi vch vào toàn bị văng,1,2,Messenger,clean
5640,5640,lỗi rồi ạ,3,1,Messenger,clean
5642,5642,s lại không tải được vậy,1,0,Messenger,clean
5643,5643,rất tốt hôm nay phải tải bằng đc messeng cho tôi ok,5,0,Messenger,clean
5644,5644,xóa đi tải lại hoài nha,1,0,Messenger,clean
5646,5646,tải hôm qua giờ không được,2,0,Messenger,clean
5647,5647,kh tải đc là sao .,1,0,Messenger,clean
5648,5648,lỗi ko thể đăng nhập,1,0,Messenger,clean
5650,5650,ko tải được thật sự là làm ăn kém chuyện nghiệp,1,0,Messenger,clean
5651,5651,cái gì mà kiểm tra bảo mật mỗi lần vào tốn cả phút,1,7,Messenger,clean
5653,5653,sao lại không cài đặt đc messenger lsao .,1,0,Messenger,clean
5654,5654,hun tai đưc,5,0,Messenger,clean
5655,5655,dùng rất thích,5,2,Messenger,clean
5656,5656,tại sao tôi kh share đươc vị tri vây mess .,1,2,Messenger,clean
5658,5658,sao ko tải đc,1,0,Messenger,clean
5659,5659,mất nút nhãn dán vs icon rồi,1,66,Messenger,clean
5661,5661,hơi bị lác nhẹ và nhắn tin cx ko trơn chu,4,14,Messenger,clean
5663,5663,rame trải nghiệm rất tot,5,5,Messenger,clean
